data,origem,familia_caixa,modelo_caixa,dia_semana,real,mediana_sazonal,media_movel_3,holt_winters,arima_111,sarima_111_100_6,metodo_mediana_sazonal,metodo_media_movel_3,metodo_holt_winters,metodo_arima_111,metodo_sarima_111_100_6
2026-09-03,F. BICAME,IFCO,6424,quinta-feira,1537.0,0.0,134.33333333333334,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-04,F. BICAME,IFCO,6424,sexta-feira,720.0,0.0,646.6666666666666,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-05,F. BICAME,IFCO,6424,sábado,586.0,0.0,886.6666666666666,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-07,F. BICAME,IFCO,6424,segunda-feira,0.0,0.0,947.6666666666666,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-08,F. BICAME,IFCO,6424,terça-feira,0.0,0.0,435.3333333333333,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-09,F. BICAME,IFCO,6424,quarta-feira,440.0,0.0,195.33333333333334,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-10,F. BICAME,IFCO,6424,quinta-feira,0.0,0.0,146.66666666666666,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-11,F. BICAME,IFCO,6424,sexta-feira,0.0,0.0,146.66666666666666,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-12,F. BICAME,IFCO,6424,sábado,453.0,0.0,146.66666666666666,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-14,F. BICAME,IFCO,6424,segunda-feira,680.0,0.0,151.0,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-15,F. BICAME,IFCO,6424,terça-feira,0.0,0.0,377.6666666666667,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-16,F. BICAME,IFCO,6424,quarta-feira,0.0,0.0,377.6666666666667,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-17,F. BICAME,IFCO,6424,quinta-feira,417.0,0.0,226.66666666666666,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-08-28,PH ALHO/CEBOLA,HB,618,sexta-feira,0.0,0.0,0.0,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-08-29,PH ALHO/CEBOLA,HB,618,sábado,0.0,0.0,0.0,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
